accumulation_count,base_only_gradient_norm,clip_scale,clipping_triggered,epoch,global_optimizer_step,h1_only_gradient_norm,h1_to_base_gradient_ratio,learning_rate,nonfinite,optimizer_step_in_epoch,other_prior_gradient_norm,parameter_update_norm,selected_h1_gradient_norm,total_gradient_norm_after_clip,total_gradient_norm_before_clip
4,20.008981704711914,0.049957906903506044,True,1,37,0.0,,0.001,False,16,0.08844883739948273,0.7085989713668823,0.0,0.9999999403953552,20.0168514251709
4,19.416837692260742,0.05147803164238415,True,1,38,0.0,,0.001,False,17,0.09242891520261765,0.704351007938385,0.0,0.9999999403953552,19.425762176513672
4,20.812429428100586,0.04802402666910441,True,1,39,0.0,,0.001,False,18,0.09070077538490295,0.7002282738685608,0.0,0.9999998807907104,20.82291030883789
3,20.701583862304688,0.048285467491477094,True,1,40,0.0,,0.001,False,19,0.1001642718911171,0.696017861366272,0.0,0.9999998807907104,20.71016502380371
4,24.425413131713867,0.04091402286680343,True,2,41,0.0,,0.0009968592488416748,False,0,0.11021681874990463,0.6902655363082886,0.0,1.0,24.441497802734375
4,25.190723419189453,0.03967054308877242,True,2,42,0.0,,0.0009968592488416748,False,1,0.11495877802371979,0.6865612268447876,0.0,0.9999999403953552,25.20762062072754
4,27.72991943359375,0.03603824058973466,True,2,43,0.0,,0.0009968592488416748,False,2,0.1245032250881195,0.6829243302345276,0.0,0.9999999403953552,27.748302459716797
4,24.36060333251953,0.04102150020225635,True,2,44,0.0,,0.0009968592488416748,False,3,0.13139328360557556,0.6786742210388184,0.0,0.9999998211860657,24.377460479736328
4,26.379837036132812,0.03788464306545587,True,2,45,0.0,,0.0009968592488416748,False,4,0.1344233602285385,0.6750901341438293,0.0,0.9999999403953552,26.395919799804688
4,30.062091827392578,0.033246888177305915,True,2,46,0.0,,0.0009968592488416748,False,5,0.15591514110565186,0.6715829372406006,0.0,0.9999998807907104,30.0780029296875
4,29.84634017944336,0.03348953410539665,True,2,47,0.0,,0.0009968592488416748,False,6,0.16867023706436157,0.6684017777442932,0.0,0.9999999403953552,29.860074996948242
4,30.37449073791504,0.03290847393454886,True,2,48,0.0,,0.0009968592488416748,False,7,0.18386167287826538,0.6647344827651978,0.0,0.9999998211860657,30.387310028076172
4,31.03175163269043,0.03221018007518543,True,2,49,0.0,,0.0009968592488416748,False,8,0.19974853098392487,0.6608613729476929,0.0,0.9999998211860657,31.046085357666016
4,27.895366668701172,0.03583962865384764,True,2,50,0.0,,0.0009968592488416748,False,9,0.20901130139827728,0.6559988260269165,0.0,0.9999999403953552,27.902074813842773
4,29.779499053955078,0.03357686026819963,True,2,51,0.0,,0.0009968592488416748,False,10,0.245584636926651,0.6520894169807434,0.0,0.9999998807907104,29.78241539001465
4,29.282926559448242,0.03414347634652143,True,2,52,0.0,,0.0009968592488416748,False,11,0.2671065330505371,0.6489859819412231,0.0,1.0,29.288171768188477
4,29.435331344604492,0.033969626713657226,True,2,53,0.0,,0.0009968592488416748,False,12,0.3197340965270996,0.6462296843528748,0.0,0.9999998807907104,29.43806266784668
4,28.942651748657227,0.03453788984802585,True,2,54,0.0,,0.0009968592488416748,False,13,0.3532383143901825,0.6425464153289795,0.0,0.9999998807907104,28.95370864868164
4,36.65224838256836,0.02726735906436544,True,2,55,0.0,,0.0009968592488416748,False,14,0.3938138484954834,0.6351814866065979,0.0,1.0,36.673885345458984
4,29.000015258789062,0.034459217473267204,True,2,56,0.0,,0.0009968592488416748,False,15,0.4030323326587677,0.6311761140823364,0.0,1.0,29.019811630249023
4,34.739349365234375,0.028764003913705795,True,2,57,0.0,,0.0009968592488416748,False,16,0.4821891486644745,0.6266273260116577,0.0,1.0,34.76567459106445
4,23.413288116455078,0.04265873758490853,True,2,58,0.0,,0.0009968592488416748,False,17,0.5023730993270874,0.6251217722892761,0.0,1.0,23.441856384277344
4,27.117523193359375,0.036827311079050865,True,2,59,0.0,,0.0009968592488416748,False,18,0.508046567440033,0.620580792427063,0.0,0.9999999403953552,27.15376091003418
3,20.26763153076172,0.04932353801705996,True,2,60,0.0,,0.0009968592488416748,False,19,0.5349988341331482,0.6192150115966797,0.0,0.9999998807907104,20.274295806884766
4,18.710800170898438,0.05349563127718208,True,3,61,0.0,,0.000987476492134821,False,0,0.5398330092430115,0.6129065155982971,0.0,0.9999998807907104,18.693115234375
4,24.45262908935547,0.04089747798053726,True,3,62,0.0,,0.000987476492134821,False,1,0.5139843821525574,0.6097757816314697,0.0,0.9999999403953552,24.451385498046875
4,21.007003784179688,0.047645354144490955,True,3,63,0.0,,0.000987476492134821,False,2,0.5111639499664307,0.6081205606460571,0.0,0.9999998211860657,20.988405227661133
4,22.161602020263672,0.04505094619893382,True,3,64,0.0,,0.000987476492134821,False,3,0.5383800864219666,0.604132354259491,0.0,0.9999998211860657,22.197092056274414
4,19.814760208129883,0.05053801614805134,True,3,65,0.0,,0.000987476492134821,False,4,0.4946049451828003,0.6011778116226196,0.0,0.9999998807907104,19.787084579467773
4,18.895153045654297,0.053029743661116506,True,3,66,0.0,,0.000987476492134821,False,5,0.4659946858882904,0.599274754524231,0.0,0.9999999403953552,18.857341766357422
4,24.071086883544922,0.04161662582169515,True,3,67,0.0,,0.000987476492134821,False,6,0.5049273371696472,0.5961790680885315,0.0,0.9999998807907104,24.028858184814453
4,14.695388793945312,0.06815055338658028,True,3,68,0.0,,0.000987476492134821,False,7,0.477715402841568,0.5936946272850037,0.0,0.9999999403953552,14.673395156860352
4,12.490333557128906,0.07975799140349514,True,3,69,0.0,,0.000987476492134821,False,8,0.5391481518745422,0.5936568975448608,0.0,0.9999998807907104,12.537928581237793
4,24.55691909790039,0.04068342896447091,True,3,70,0.0,,0.000987476492134821,False,9,0.5467601418495178,0.5900573134422302,0.0,0.9999998211860657,24.580032348632812
4,9.49418830871582,0.1038546856858008,True,3,71,0.0,,0.000987476492134821,False,10,0.5209559202194214,0.5880873799324036,0.0,0.9999998807907104,9.628838539123535
4,12.257877349853516,0.08047379165866912,True,3,72,0.0,,0.000987476492134821,False,11,0.5592995285987854,0.5833131670951843,0.0,1.0,12.426405906677246
4,21.215173721313477,0.047031658511664666,True,3,73,0.0,,0.000987476492134821,False,12,0.5123887658119202,0.5781230330467224,0.0,0.9999998211860657,21.26227378845215
4,12.8425874710083,0.07734046559642399,True,3,74,0.0,,0.000987476492134821,False,13,0.5205593109130859,0.576435923576355,0.0,0.9999999403953552,12.929841995239258
4,14.049620628356934,0.07057668379993132,True,3,75,0.0,,0.000987476492134821,False,14,0.4792071282863617,0.569329023361206,0.0,0.9999998807907104,14.168985366821289
4,17.518848419189453,0.05691391841485845,True,3,76,0.0,,0.000987476492134821,False,15,0.48240381479263306,0.5656433701515198,0.0,0.9999998211860657,17.57039451599121
4,16.099666595458984,0.06198331767656192,True,3,77,0.0,,0.000987476492134821,False,16,0.45042046904563904,0.5614483952522278,0.0,0.9999998211860657,16.133373260498047
4,14.621356964111328,0.06842919491464036,True,3,78,0.0,,0.000987476492134821,False,17,0.39027073979377747,0.559330940246582,0.0,0.9999998807907104,14.613645553588867
4,14.313234329223633,0.06989561677927811,True,3,79,0.0,,0.000987476492134821,False,18,0.3973911702632904,0.5562195777893066,0.0,0.9999999403953552,14.307048797607422
3,34.365928649902344,0.02911322410321388,True,3,80,0.0,,0.000987476492134821,False,19,0.38539421558380127,0.5508018136024475,0.0,0.9999999403953552,34.34865188598633
4,14.074708938598633,0.07126288594109294,True,4,81,0.0,,0.0009719697234890297,False,0,0.37402358651161194,0.5417494177818298,0.0,0.9999998807907104,14.032549858093262
4,10.160074234008789,0.09864954469267226,True,4,82,0.0,,0.0009719697234890297,False,1,0.3333829939365387,0.5381495356559753,0.0,0.9999998211860657,10.136894226074219
4,10.920839309692383,0.09201808636436433,True,4,83,0.0,,0.0009719697234890297,False,2,0.37540102005004883,0.5363566875457764,0.0,0.9999999403953552,10.86742877960205
4,11.19849967956543,0.08944162107479114,True,4,84,0.0,,0.0009719697234890297,False,3,0.38568636775016785,0.5371468663215637,0.0,0.9999998211860657,11.180477142333984
4,8.938152313232422,0.11228612435774797,True,4,85,0.0,,0.0009719697234890297,False,4,0.4003680348396301,0.5370712876319885,0.0,0.9999998807907104,8.9058198928833
4,14.551628112792969,0.06870704482834313,True,4,86,0.0,,0.0009719697234890297,False,5,0.39567118883132935,0.531511127948761,0.0,0.9999999403953552,14.554548263549805
4,19.10147476196289,0.052322804462719426,True,4,87,0.0,,0.0009719697234890297,False,6,0.40784159302711487,0.5277716517448425,0.0,0.9999998211860657,19.112125396728516
4,14.074880599975586,0.07089101416561443,True,4,88,0.0,,0.0009719697234890297,False,7,0.43863680958747864,0.5247232913970947,0.0,0.9999998211860657,14.106160163879395
4,11.95392894744873,0.08348723144000776,True,4,89,0.0,,0.0009719697234890297,False,8,0.46895739436149597,0.5226672291755676,0.0,0.9999999403953552,11.977879524230957
4,17.179569244384766,0.05811233128001352,True,4,90,0.0,,0.0009719697234890297,False,9,0.4753774106502533,0.5191038846969604,0.0,0.9999998807907104,17.208051681518555
4,20.49378204345703,0.04868588739977052,True,4,91,0.0,,0.0009719697234890297,False,10,0.4704291522502899,0.5136891603469849,0.0,0.9999998211860657,20.539833068847656
4,14.54931354522705,0.0685373131987023,True,4,92,0.0,,0.0009719697234890297,False,11,0.5045315623283386,0.5127112865447998,0.0,0.9999998807907104,14.590592384338379
4,16.80805778503418,0.059316971445742564,True,4,93,0.0,,0.0009719697234890297,False,12,0.4860408902168274,0.5070483684539795,0.0,0.9999998211860657,16.85858154296875
4,21.61669158935547,0.04618156968784843,True,4,94,0.0,,0.0009719697234890297,False,13,0.5032954812049866,0.5017725825309753,0.0,0.9999998807907104,21.65365982055664
4,10.704154968261719,0.09297163236334494,True,4,95,0.0,,0.0009719697234890297,False,14,0.4811519980430603,0.5015387535095215,0.0,0.9999998807907104,10.755969047546387
4,16.37771987915039,0.060926272525979965,True,4,96,0.0,,0.0009719697234890297,False,15,0.47458165884017944,0.4972955286502838,0.0,0.9999998807907104,16.413280487060547
4,10.640946388244629,0.09378929965356377,True,4,97,0.0,,0.0009719697234890297,False,16,0.45865893363952637,0.496760755777359,0.0,0.9999999403953552,10.66219711303711
4,10.629694938659668,0.09387667620614952,True,4,98,0.0,,0.0009719697234890297,False,17,0.4303310513496399,0.4948548972606659,0.0,0.9999999403953552,10.652273178100586
4,8.677284240722656,0.11487160071531831,True,4,99,0.0,,0.0009719697234890297,False,18,0.4218652844429016,0.4944024980068207,0.0,0.9999998211860657,8.705371856689453
3,23.114267349243164,0.04325128408024283,True,4,100,0.0,,0.0009719697234890297,False,19,0.4450475573539734,0.4892137348651886,0.0,0.9999998807907104,23.12070083618164
4,8.712136268615723,0.11512226998294316,True,5,101,0.0,,0.0009505339495172584,False,0,0.42115944623947144,0.47639426589012146,0.0,0.9999998807907104,8.686416625976562
4,10.074129104614258,0.0996091727651687,True,5,102,0.0,,0.0009505339495172584,False,1,0.4333261251449585,0.4752790331840515,0.0,0.9999999403953552,10.039236068725586
4,6.950456142425537,0.1449308995092126,True,5,103,0.0,,0.0009505339495172584,False,2,0.4340890347957611,0.47740283608436584,0.0,0.9999998807907104,6.899839878082275
4,12.468968391418457,0.08025433384087235,True,5,104,0.0,,0.0009505339495172584,False,3,0.43592798709869385,0.47376206517219543,0.0,0.9999999403953552,12.460386276245117
4,16.78322982788086,0.05952323105351378,True,5,105,0.0,,0.0009505339495172584,False,4,0.46374577283859253,0.4693076014518738,0.0,0.9999998211860657,16.80016326904297
4,20.973922729492188,0.04753568998368445,True,5,106,0.0,,0.0009505339495172584,False,5,0.4978049695491791,0.4638921022415161,0.0,1.0,21.03682518005371
4,6.451910018920898,0.1552766044437876,True,5,107,0.0,,0.0009505339495172584,False,6,0.4825844466686249,0.4642340838909149,0.0,0.9999998211860657,6.440120220184326
4,7.66693115234375,0.1304384441718518,True,5,108,0.0,,0.0009505339495172584,False,7,0.5044940114021301,0.4634687602519989,0.0,0.9999998807907104,7.666451454162598
4,13.633862495422363,0.0732650046649342,True,5,109,0.0,,0.0009505339495172584,False,8,0.5055336356163025,0.4593390226364136,0.0,0.9999999403953552,13.649081230163574
4,30.08320426940918,0.033203688423338415,True,5,110,0.0,,0.0009505339495172584,False,9,0.5596480965614319,0.4535486698150635,0.0,0.9999998807907104,30.117136001586914
4,9.524219512939453,0.10430819828879309,True,5,111,0.0,,0.0009505339495172584,False,10,0.5410526394844055,0.4537149667739868,0.0,0.9999998211860657,9.586974143981934
4,14.203117370605469,0.07004535350065778,True,5,112,0.0,,0.0009505339495172584,False,11,0.5239508152008057,0.44941043853759766,0.0,0.9999999403953552,14.276464462280273
4,9.365982055664062,0.10627476334168504,True,5,113,0.0,,0.0009505339495172584,False,12,0.5386113524436951,0.4505857527256012,0.0,0.9999998211860657,9.409571647644043
4,8.458989143371582,0.11773844489622588,True,5,114,0.0,,0.0009505339495172584,False,13,0.5183902382850647,0.4493806064128876,0.0,1.0,8.493402481079102
4,11.790667533874512,0.08448494987750771,True,5,115,0.0,,0.0009505339495172584,False,14,0.5299440026283264,0.44609951972961426,0.0,0.9999998211860657,11.836427688598633
4,15.167019844055176,0.06588785763171778,True,5,116,0.0,,0.0009505339495172584,False,15,0.47644758224487305,0.4433140456676483,0.0,0.9999999403953552,15.177303314208984
4,8.649887084960938,0.1160924979235508,True,5,117,0.0,,0.0009505339495172584,False,16,0.4701758325099945,0.4453217089176178,0.0,0.9999998807907104,8.613821029663086
4,22.23838233947754,0.04498093349884774,True,5,118,0.0,,0.0009505339495172584,False,17,0.46227723360061646,0.4390754997730255,0.0,0.9999998807907104,22.23164176940918
4,6.291176795959473,0.15958508753867012,True,5,119,0.0,,0.0009505339495172584,False,18,0.46029794216156006,0.4427422285079956,0.0,0.9999998807907104,6.266249656677246
3,20.934843063354492,0.047813828407627185,True,5,120,0.0,,0.0009505339495172584,False,19,0.43856510519981384,0.4358327388763428,0.0,0.9999999403953552,20.914451599121094
4,7.664977550506592,0.1315041390388992,True,6,121,0.0,,0.0009234387375145279,False,0,0.45090213418006897,0.4239935874938965,0.0,0.9999998807907104,7.604323387145996
4,13.122437477111816,0.07639736573872027,True,6,122,0.0,,0.0009234387375145279,False,1,0.4837764501571655,0.42099452018737793,0.0,0.9999998807907104,13.089456558227539
4,5.719810485839844,0.1753318523031936,True,6,123,0.0,,0.0009234387375145279,False,2,0.4775352478027344,0.426045298576355,0.0,0.9999998211860657,5.703470230102539
4,16.422576904296875,0.0608927879128708,True,6,124,0.0,,0.0009234387375145279,False,3,0.4724847078323364,0.4195932149887085,0.0,0.9999998211860657,16.422306060791016
4,7.17384147644043,0.1410349371414445,True,6,125,0.0,,0.0009234387375145279,False,4,0.5230138897895813,0.4189753234386444,0.0,0.9999999403953552,7.090441703796387
4,6.377797603607178,0.1574248984900691,True,6,126,0.0,,0.0009234387375145279,False,5,0.5243999361991882,0.4177621006965637,0.0,0.9999998807907104,6.352235317230225
4,10.819422721862793,0.09199783853650076,True,6,127,0.0,,0.0009234387375145279,False,6,0.587778627872467,0.41497182846069336,0.0,0.9999999403953552,10.869820594787598
4,13.134462356567383,0.07576952155791945,True,6,128,0.0,,0.0009234387375145279,False,7,0.532996416091919,0.4090629816055298,0.0,0.9999998807907104,13.197918891906738
4,11.589451789855957,0.08603194380277279,True,6,129,0.0,,0.0009234387375145279,False,8,0.5760365724563599,0.40507060289382935,0.0,0.9999999403953552,11.623589515686035
4,16.2868709564209,0.06117755069725684,True,6,130,0.0,,0.0009234387375145279,False,9,0.5906365513801575,0.4013344943523407,0.0,0.9999998211860657,16.34586524963379
4,7.782906532287598,0.12733606336152437,True,6,131,0.0,,0.0009234387375145279,False,10,0.5676193833351135,0.4011695981025696,0.0,0.9999999403953552,7.853234767913818
4,5.223593235015869,0.18911980714604626,True,6,132,0.0,,0.0009234387375145279,False,11,0.5875112414360046,0.40511754155158997,0.0,0.9999998211860657,5.28765344619751
4,25.35846519470215,0.03939604473593526,True,6,133,0.0,,0.0009234387375145279,False,12,0.5523505806922913,0.39942917227745056,0.0,0.9999998807907104,25.383258819580078
4,8.60084056854248,0.11691129478598923,True,6,134,0.0,,0.0009234387375145279,False,13,0.5168094635009766,0.39612939953804016,0.0,0.9999999403953552,8.55349349975586
4,5.727548599243164,0.17471836100228916,True,6,135,0.0,,0.0009234387375145279,False,14,0.5112348198890686,0.39862683415412903,0.0,0.9999998211860657,5.723496913909912
4,28.80783462524414,0.0346844388074234,True,6,136,0.0,,0.0009234387375145279,False,15,0.5014573931694031,0.3917543590068817,0.0,0.9999998807907104,28.83137321472168
4,12.27132797241211,0.08192625327730094,True,6,137,0.0,,0.0009234387375145279,False,16,0.503926694393158,0.38812947273254395,0.0,0.9999999403953552,12.206099510192871
4,15.190959930419922,0.06573802527755768,True,6,138,0.0,,0.0009234387375145279,False,17,0.4754733443260193,0.3850744068622589,0.0,0.9999998807907104,15.211895942687988
4,5.729339122772217,0.17685128028685443,True,6,139,0.0,,0.0009234387375145279,False,18,0.5486066341400146,0.388191282749176,0.0,0.9999998211860657,5.654468536376953
3,22.08527374267578,0.04516827916720296,True,6,140,0.0,,0.0009234387375145279,False,19,0.5612179040908813,0.38421541452407837,0.0,0.9999999403953552,22.13943099975586
4,20.485319137573242,0.04873873663663041,True,7,141,0.0,,0.0008910248254927809,False,0,0.5426428914070129,0.3660905957221985,0.0,0.9999998807907104,20.517560958862305
4,7.417850494384766,0.13587394662400393,True,7,142,0.0,,0.0008910248254927809,False,1,0.554781436920166,0.3643985390663147,0.0,0.9999998807907104,7.359762668609619
4,8.632611274719238,0.11642469627958733,True,7,143,0.0,,0.0008910248254927809,False,2,0.5815343260765076,0.3632064461708069,0.0,0.9999998807907104,8.589242935180664
4,4.380736827850342,0.22628493715140538,True,7,144,0.0,,0.0008910248254927809,False,3,0.5655559301376343,0.36679625511169434,0.0,0.9999997615814209,4.4192070960998535
4,6.865251541137695,0.1438358297134644,True,7,145,0.0,,0.0008910248254927809,False,4,0.5625443458557129,0.3700537383556366,0.0,0.9999998807907104,6.952370643615723
4,4.294308662414551,0.23800072995218996,True,7,146,0.0,,0.0008910248254927809,False,5,0.5828396677970886,0.3722698390483856,0.0,0.9999997615814209,4.201667785644531
4,18.46767234802246,0.05412453242580702,True,7,147,0.0,,0.0008910248254927809,False,6,0.5497376918792725,0.36749202013015747,0.0,0.9999998807907104,18.475910186767578
4,12.864974021911621,0.07802444663209582,True,7,148,0.0,,0.0008910248254927809,False,7,0.5652690529823303,0.36281323432922363,0.0,0.9999998211860657,12.816495895385742
4,15.22106647491455,0.06552543811844329,True,7,149,0.0,,0.0008910248254927809,False,8,0.58891361951828,0.3600490391254425,0.0,0.9999998807907104,15.261248588562012
4,6.398138046264648,0.15737978129323033,True,7,150,0.0,,0.0008910248254927809,False,9,0.5948562622070312,0.36148110032081604,0.0,0.9999998211860657,6.354056358337402
4,27.87137222290039,0.035798350506988756,True,7,151,0.0,,0.0008910248254927809,False,10,0.7058454751968384,0.3584955632686615,0.0,0.9999998211860657,27.934247970581055
4,5.9899139404296875,0.16586169861072225,True,7,152,0.0,,0.0008910248254927809,False,11,0.6532951593399048,0.3618127107620239,0.0,0.9999998211860657,6.029119491577148
4,17.226919174194336,0.05725080642167172,True,7,153,0.0,,0.0008910248254927809,False,12,1.012742042541504,0.3548535704612732,0.0,0.9999998807907104,17.467002868652344
4,13.5687894821167,0.07357043913352161,True,7,154,0.0,,0.0008910248254927809,False,13,0.6595190167427063,0.35216373205184937,0.0,0.9999998807907104,13.592415809631348
4,14.223526954650879,0.06944836955855828,True,7,155,0.0,,0.0008910248254927809,False,14,0.5564371347427368,0.3484877645969391,0.0,0.9999999403953552,14.399186134338379
4,7.903120994567871,0.1241453416963856,True,7,156,0.0,,0.0008910248254927809,False,15,0.68741774559021,0.3520188629627228,0.0,0.9999998211860657,8.055074691772461
4,20.403640747070312,0.04909578072833661,True,7,157,0.0,,0.0008910248254927809,False,16,0.6076022982597351,0.3465840220451355,0.0,0.9999998807907104,20.368349075317383
4,5.491687774658203,0.1912817245155414,True,7,158,0.0,,0.0008910248254927809,False,17,0.5906592607498169,0.34694668650627136,0.0,0.9999998211860657,5.227890968322754
4,6.603393077850342,0.15394987514593714,True,7,159,0.0,,0.0008910248254927809,False,18,0.6213223934173584,0.3472942113876343,0.0,0.9999998211860657,6.4956207275390625
3,8.769807815551758,0.11349050493715561,True,7,160,0.0,,0.0008910248254927809,False,19,0.5892757177352905,0.34457793831825256,0.0,0.9999999403953552,8.811309814453125
4,31.882593154907227,0.031233907586504354,True,8,161,0.0,,0.0008536998372026805,False,0,0.7807410359382629,0.32555195689201355,0.0,0.9999999403953552,32.01648712158203
4,12.307808876037598,0.08041653744201763,True,8,162,0.0,,0.0008536998372026805,False,1,0.6527898907661438,0.3226545453071594,0.0,0.9999999403953552,12.435253143310547
4,12.146971702575684,0.0820367806390644,True,8,163,0.0,,0.0008536998372026805,False,2,0.6678550839424133,0.319153368473053,0.0,0.9999998807907104,12.189654350280762
4,5.852450847625732,0.1668379343030765,True,8,164,0.0,,0.0008536998372026805,False,3,0.6840553283691406,0.3181932866573334,0.0,0.9999998807907104,5.99384069442749
4,9.89579963684082,0.09846742823690907,True,8,165,0.0,,0.0008536998372026805,False,4,0.7810324430465698,0.31692761182785034,0.0,1.0,10.15564250946045
4,10.217469215393066,0.09619750609183779,True,8,166,0.0,,0.0008536998372026805,False,5,0.7685102820396423,0.3167974054813385,0.0,1.0,10.395279884338379
4,9.07220458984375,0.109916587899695,True,8,167,0.0,,0.0008536998372026805,False,6,0.7089189291000366,0.3161158263683319,0.0,0.9999999403953552,9.097807884216309
4,6.6388397216796875,0.15192589972806003,True,8,168,0.0,,0.0008536998372026805,False,7,0.6495901942253113,0.31598472595214844,0.0,0.9999998807907104,6.582156181335449
