accumulation_count,base_only_gradient_norm,clipping_triggered,epoch,global_optimizer_step,h1_only_gradient_norm,h1_to_base_gradient_ratio,learning_rate,nonfinite,optimizer_step_in_epoch,parameter_update_norm,total_gradient_norm_after_clip,total_gradient_norm_before_clip
4,,True,4,97,,,0.0009719697234890297,False,16,0.4966576397418976,0.9999998807907104,9.66362476348877
4,,True,4,98,,,0.0009719697234890297,False,17,0.49439722299575806,0.9999998807907104,10.07726764678955
4,,True,4,99,,,0.0009719697234890297,False,18,0.49374842643737793,0.9999998807907104,8.319253921508789
3,,True,4,100,,,0.0009719697234890297,False,19,0.4887036085128784,0.9999998807907104,20.193981170654297
4,,True,5,101,,,0.0009505339495172584,False,0,0.476284384727478,0.9999998807907104,7.823287487030029
4,,True,5,102,,,0.0009505339495172584,False,1,0.4752684235572815,0.9999998211860657,9.176892280578613
4,,True,5,103,,,0.0009505339495172584,False,2,0.47751083970069885,0.9999998807907104,6.349768161773682
4,,True,5,104,,,0.0009505339495172584,False,3,0.47424986958503723,0.9999998807907104,11.086847305297852
4,,True,5,105,,,0.0009505339495172584,False,4,0.4702131450176239,0.9999999403953552,14.8246431350708
4,,True,5,106,,,0.0009505339495172584,False,5,0.4649377763271332,0.9999998211860657,19.41398811340332
4,,True,5,107,,,0.0009505339495172584,False,6,0.464680016040802,0.9999997615814209,6.526332378387451
4,,True,5,108,,,0.0009505339495172584,False,7,0.4639526605606079,0.9999998211860657,7.479489803314209
4,,True,5,109,,,0.0009505339495172584,False,8,0.46008801460266113,0.9999998211860657,12.337935447692871
4,,True,5,110,,,0.0009505339495172584,False,9,0.45437920093536377,0.9999998807907104,25.78571128845215
4,,True,5,111,,,0.0009505339495172584,False,10,0.45493173599243164,0.9999999403953552,8.302047729492188
4,,True,5,112,,,0.0009505339495172584,False,11,0.45054763555526733,0.9999998807907104,12.81440258026123
4,,True,5,113,,,0.0009505339495172584,False,12,0.4518750011920929,0.9999998807907104,8.367558479309082
4,,True,5,114,,,0.0009505339495172584,False,13,0.4503832161426544,0.9999998807907104,8.000360488891602
4,,True,5,115,,,0.0009505339495172584,False,14,0.44675594568252563,0.9999998807907104,10.896037101745605
4,,True,5,116,,,0.0009505339495172584,False,15,0.4434022009372711,0.9999999403953552,14.235603332519531
4,,True,5,117,,,0.0009505339495172584,False,16,0.44499653577804565,0.9999999403953552,8.033048629760742
4,,True,5,118,,,0.0009505339495172584,False,17,0.4386833608150482,0.9999999403953552,19.16770362854004
4,,True,5,119,,,0.0009505339495172584,False,18,0.44180062413215637,0.9999999403953552,5.820691108703613
3,,True,5,120,,,0.0009505339495172584,False,19,0.4349379539489746,0.9999998211860657,18.33396339416504
4,,True,6,121,,,0.0009234387375145279,False,0,0.42348653078079224,0.9999999403953552,6.926896572113037
4,,True,6,122,,,0.0009234387375145279,False,1,0.42101964354515076,0.9999999403953552,11.266633987426758
4,,True,6,123,,,0.0009234387375145279,False,2,0.4262654781341553,0.9999997615814209,5.173573970794678
4,,True,6,124,,,0.0009234387375145279,False,3,0.41957294940948486,0.9999999403953552,14.72136402130127
4,,True,6,125,,,0.0009234387375145279,False,4,0.418977826833725,0.9999997615814209,6.377302646636963
4,,True,6,126,,,0.0009234387375145279,False,5,0.4170086085796356,0.9999998211860657,6.399133682250977
4,,True,6,127,,,0.0009234387375145279,False,6,0.4140092432498932,0.9999998807907104,9.81365966796875
4,,True,6,128,,,0.0009234387375145279,False,7,0.40830978751182556,1.0,11.524751663208008
4,,True,6,129,,,0.0009234387375145279,False,8,0.404599666595459,1.0,10.306760787963867
4,,True,6,130,,,0.0009234387375145279,False,9,0.40123534202575684,0.9999999403953552,13.945472717285156
4,,True,6,131,,,0.0009234387375145279,False,10,0.3999216556549072,0.9999998807907104,8.00542163848877
4,,True,6,132,,,0.0009234387375145279,False,11,0.4009169638156891,0.9999998211860657,6.157957077026367
4,,True,6,133,,,0.0009234387375145279,False,12,0.39606645703315735,0.9999999403953552,21.733030319213867
4,,True,6,134,,,0.0009234387375145279,False,13,0.39342811703681946,0.9999998807907104,8.109465599060059
4,,True,6,135,,,0.0009234387375145279,False,14,0.3950669765472412,0.9999998211860657,6.099397659301758
4,,True,6,136,,,0.0009234387375145279,False,15,0.38894122838974,0.9999998211860657,25.556102752685547
4,,True,6,137,,,0.0009234387375145279,False,16,0.38634949922561646,0.9999999403953552,10.07105827331543
4,,True,6,138,,,0.0009234387375145279,False,17,0.38310715556144714,0.9999999403953552,15.45710563659668
4,,True,6,139,,,0.0009234387375145279,False,18,0.38403642177581787,0.9999998211860657,6.820516586303711
3,,True,6,140,,,0.0009234387375145279,False,19,0.38079893589019775,0.9999999403953552,20.411542892456055
4,,True,7,141,,,0.0008910248254927809,False,0,0.3635660409927368,0.9999999403953552,17.724102020263672
4,,True,7,142,,,0.0008910248254927809,False,1,0.36244747042655945,0.9999998211860657,6.999864101409912
4,,True,7,143,,,0.0008910248254927809,False,2,0.36190128326416016,0.9999998807907104,7.706930160522461
4,,True,7,144,,,0.0008910248254927809,False,3,0.36660924553871155,0.9999997019767761,3.7736289501190186
4,,True,7,145,,,0.0008910248254927809,False,4,0.36917921900749207,0.9999998211860657,6.64400053024292
4,,True,7,146,,,0.0008910248254927809,False,5,0.3698248863220215,0.9999998807907104,4.859097957611084
4,,True,7,147,,,0.0008910248254927809,False,6,0.36507904529571533,0.9999998807907104,17.04706573486328
4,,True,7,148,,,0.0008910248254927809,False,7,0.3608943223953247,0.9999998211860657,11.622172355651855
4,,True,7,149,,,0.0008910248254927809,False,8,0.35837921500205994,1.0,14.064776420593262
4,,True,7,150,,,0.0008910248254927809,False,9,0.36009058356285095,0.9999999403953552,5.5453715324401855
4,,True,7,151,,,0.0008910248254927809,False,10,0.35736173391342163,0.9999998807907104,24.80832862854004
4,,True,7,152,,,0.0008910248254927809,False,11,0.35999244451522827,0.9999998807907104,5.972959518432617
4,,True,7,153,,,0.0008910248254927809,False,12,0.35319948196411133,1.0,15.104909896850586
4,,True,7,154,,,0.0008910248254927809,False,13,0.35055235028266907,0.9999999403953552,12.464334487915039
4,,True,7,155,,,0.0008910248254927809,False,14,0.34714609384536743,0.9999999403953552,13.110888481140137
4,,True,7,156,,,0.0008910248254927809,False,15,0.3509487807750702,0.9999998807907104,7.217469215393066
4,,True,7,157,,,0.0008910248254927809,False,16,0.3458610475063324,0.9999998807907104,18.70131492614746
4,,True,7,158,,,0.0008910248254927809,False,17,0.3459753394126892,0.9999997615814209,5.049031734466553
4,,True,7,159,,,0.0008910248254927809,False,18,0.34590962529182434,0.9999998807907104,6.308119773864746
3,,True,7,160,,,0.0008910248254927809,False,19,0.34286439418792725,0.9999998211860657,8.577977180480957
4,,True,8,161,,,0.0008536998372026805,False,0,0.3243115246295929,0.9999998807907104,28.937393188476562
4,,True,8,162,,,0.0008536998372026805,False,1,0.32117152214050293,0.9999999403953552,12.072415351867676
4,,True,8,163,,,0.0008536998372026805,False,2,0.3189130425453186,0.9999998807907104,8.375177383422852
4,,True,8,164,,,0.0008536998372026805,False,3,0.319214791059494,0.9999998211860657,4.613733768463135
4,,True,8,165,,,0.0008536998372026805,False,4,0.3183063864707947,0.9999999403953552,8.8804349899292
4,,True,8,166,,,0.0008536998372026805,False,5,0.3187044858932495,0.9999998211860657,8.77606201171875
4,,True,8,167,,,0.0008536998372026805,False,6,0.3169196844100952,0.9999998807907104,9.51673412322998
4,,True,8,168,,,0.0008536998372026805,False,7,0.31664198637008667,0.9999998807907104,6.232125759124756
4,,True,8,169,,,0.0008536998372026805,False,8,0.3135579526424408,0.9999999403953552,9.473528861999512
4,,True,8,170,,,0.0008536998372026805,False,9,0.31282323598861694,0.9999998211860657,5.744555950164795
4,,True,8,171,,,0.0008536998372026805,False,10,0.31016242504119873,0.9999998807907104,14.736522674560547
4,,True,8,172,,,0.0008536998372026805,False,11,0.3073952794075012,0.9999998807907104,12.385857582092285
4,,True,8,173,,,0.0008536998372026805,False,12,0.30584943294525146,0.9999998807907104,8.441080093383789
4,,True,8,174,,,0.0008536998372026805,False,13,0.30261120200157166,0.9999999403953552,13.663654327392578
4,,True,8,175,,,0.0008536998372026805,False,14,0.30241715908050537,0.9999998211860657,8.548705101013184
4,,True,8,176,,,0.0008536998372026805,False,15,0.3051761984825134,0.9999998211860657,4.4488396644592285
4,,True,8,177,,,0.0008536998372026805,False,16,0.30232879519462585,1.0,9.245742797851562
4,,True,8,178,,,0.0008536998372026805,False,17,0.30003318190574646,0.9999998807907104,17.25603675842285
4,,True,8,179,,,0.0008536998372026805,False,18,0.29640108346939087,1.0,12.041131973266602
3,,True,8,180,,,0.0008536998372026805,False,19,0.2963361144065857,0.9999998211860657,6.620412349700928
4,,True,9,181,,,0.0008119331560284374,False,0,0.2821419835090637,0.9999998211860657,7.042727470397949
4,,True,9,182,,,0.0008119331560284374,False,1,0.2844666540622711,0.9999997615814209,5.910150527954102
4,,True,9,183,,,0.0008119331560284374,False,2,0.28584596514701843,1.0,10.39248275756836
4,,True,9,184,,,0.0008119331560284374,False,3,0.2811899185180664,0.9999998807907104,19.596166610717773
4,,True,9,185,,,0.0008119331560284374,False,4,0.27720099687576294,0.9999998807907104,15.597627639770508
4,,True,9,186,,,0.0008119331560284374,False,5,0.2753114402294159,0.9999998807907104,11.654730796813965
4,,True,9,187,,,0.0008119331560284374,False,6,0.2735610604286194,0.9999998807907104,6.83803653717041
4,,True,9,188,,,0.0008119331560284374,False,7,0.27357611060142517,0.9999998211860657,5.065348148345947
4,,True,9,189,,,0.0008119331560284374,False,8,0.27401891350746155,0.9999998211860657,9.150264739990234
4,,True,9,190,,,0.0008119331560284374,False,9,0.27645841240882874,0.9999998211860657,6.250321388244629
4,,True,9,191,,,0.0008119331560284374,False,10,0.2724471688270569,0.9999998211860657,16.269437789916992
4,,True,9,192,,,0.0008119331560284374,False,11,0.27370914816856384,1.0,8.44556999206543
4,,True,9,193,,,0.0008119331560284374,False,12,0.2706134617328644,0.9999998807907104,10.955185890197754
4,,True,9,194,,,0.0008119331560284374,False,13,0.2681439220905304,0.9999998211860657,18.130300521850586
4,,True,9,195,,,0.0008119331560284374,False,14,0.266000896692276,0.9999999403953552,14.442195892333984
4,,True,9,196,,,0.0008119331560284374,False,15,0.26362133026123047,0.9999999403953552,17.10079574584961
4,,True,9,197,,,0.0008119331560284374,False,16,0.26158416271209717,0.9999998807907104,8.512081146240234
4,,True,9,198,,,0.0008119331560284374,False,17,0.2596374750137329,0.9999998211860657,7.498679161071777
4,,True,9,199,,,0.0008119331560284374,False,18,0.2609102427959442,0.9999997615814209,5.703732490539551
3,,True,9,200,,,0.0008119331560284374,False,19,0.26087686419487,0.9999998807907104,9.855584144592285
4,,True,10,201,,,0.0007662500222194107,False,0,0.24596437811851501,0.9999997615814209,6.820012092590332
4,,True,10,202,,,0.0007662500222194107,False,1,0.2480793297290802,0.9999998211860657,5.013321876525879
4,,True,10,203,,,0.0007662500222194107,False,2,0.24680982530117035,0.9999998807907104,7.374156951904297
4,,True,10,204,,,0.0007662500222194107,False,3,0.24337857961654663,0.9999999403953552,13.747861862182617
4,,True,10,205,,,0.0007662500222194107,False,4,0.24127230048179626,0.9999998211860657,11.73009967803955
4,,True,10,206,,,0.0007662500222194107,False,5,0.23918583989143372,0.9999998807907104,12.522294998168945
4,,True,10,207,,,0.0007662500222194107,False,6,0.23873966932296753,0.9999998807907104,18.021398544311523
4,,True,10,208,,,0.0007662500222194107,False,7,0.2381879687309265,0.9999999403953552,7.525844097137451
4,,True,10,209,,,0.0007662500222194107,False,8,0.23723281919956207,0.9999998211860657,8.199156761169434
4,,True,10,210,,,0.0007662500222194107,False,9,0.23560470342636108,0.9999998807907104,13.597349166870117
4,,True,10,211,,,0.0007662500222194107,False,10,0.23535782098770142,0.9999999403953552,9.913856506347656
4,,True,10,212,,,0.0007662500222194107,False,11,0.23535989224910736,0.9999999403953552,13.041409492492676
4,,True,10,213,,,0.0007662500222194107,False,12,0.23302669823169708,1.0,14.340149879455566
4,,True,10,214,,,0.0007662500222194107,False,13,0.23105260729789734,0.9999998807907104,10.341423988342285
4,,True,10,215,,,0.0007662500222194107,False,14,0.23205402493476868,0.9999999403953552,7.89323616027832
4,,True,10,216,,,0.0007662500222194107,False,15,0.23125794529914856,0.9999998807907104,6.70436954498291
4,,True,10,217,,,0.0007662500222194107,False,16,0.2294664829969406,0.9999999403953552,15.890923500061035
4,,True,10,218,,,0.0007662500222194107,False,17,0.22825758159160614,1.0,9.479988098144531
4,,True,10,219,,,0.0007662500222194107,False,18,0.22691574692726135,0.9999998211860657,8.705734252929688
3,,True,10,220,,,0.0007662500222194107,False,19,0.2265729308128357,0.9999998807907104,9.395313262939453
4,,True,11,221,,,0.0007172249276892203,False,0,0.2114628106355667,0.9999998211860657,9.3809232711792
4,,True,11,222,,,0.0007172249276892203,False,1,0.21201428771018982,0.9999997615814209,5.893171310424805
4,,True,11,223,,,0.0007172249276892203,False,2,0.2120065987110138,0.9999998807907104,8.801020622253418
4,,True,11,224,,,0.0007172249276892203,False,3,0.21240068972110748,0.9999998211860657,16.42821502685547
4,,True,11,225,,,0.0007172249276892203,False,4,0.20944395661354065,0.9999999403953552,11.577946662902832
4,,True,11,226,,,0.0007172249276892203,False,5,0.21006198227405548,0.9999997019767761,6.536638259887695
4,,True,11,227,,,0.0007172249276892203,False,6,0.20836520195007324,1.0,12.34136962890625
4,,True,11,228,,,0.0007172249276892203,False,7,0.21042363345623016,0.9999998211860657,6.329558849334717
4,,True,11,229,,,0.0007172249276892203,False,8,0.21346880495548248,0.9999998211860657,8.459478378295898
4,,True,11,230,,,0.0007172249276892203,False,9,0.2109643667936325,0.9999998807907104,8.651093482971191
4,,True,11,231,,,0.0007172249276892203,False,10,0.21165110170841217,0.9999998211860657,7.994865417480469
4,,True,11,232,,,0.0007172249276892203,False,11,0.20932991802692413,0.9999998211860657,8.576407432556152
4,,True,11,233,,,0.0007172249276892203,False,12,0.20775993168354034,1.0,9.7748441696167
4,,True,11,234,,,0.0007172249276892203,False,13,0.20518586039543152,0.9999998211860657,8.098530769348145
4,,True,11,235,,,0.0007172249276892203,False,14,0.20369620621204376,1.0,11.525927543640137
4,,True,11,236,,,0.0007172249276892203,False,15,0.20215755701065063,0.9999999403953552,20.75147819519043
4,,True,11,237,,,0.0007172249276892203,False,16,0.2005162388086319,0.9999998807907104,9.180256843566895
4,,True,11,238,,,0.0007172249276892203,False,17,0.20026318728923798,0.9999999403953552,12.57357406616211
4,,True,11,239,,,0.0007172249276892203,False,18,0.201552152633667,0.9999999403953552,8.056068420410156
3,,True,11,240,,,0.0007172249276892203,False,19,0.20102714002132416,0.9999997615814209,8.976938247680664
4,,True,12,241,,,0.000665474391446606,False,0,0.18657566606998444,0.9999999403953552,13.89665699005127
4,,True,12,242,,,0.000665474391446606,False,1,0.18513599038124084,0.9999998807907104,9.37282943725586
4,,True,12,243,,,0.000665474391446606,False,2,0.18647544085979462,0.9999998211860657,9.48934555053711
4,,True,12,244,,,0.000665474391446606,False,3,0.18647164106369019,0.9999997615814209,6.996398448944092
4,,True,12,245,,,0.000665474391446606,False,4,0.18670737743377686,0.9999998211860657,7.422205448150635
4,,True,12,246,,,0.000665474391446606,False,5,0.18743018805980682,0.9999997615814209,5.7983598709106445
4,,True,12,247,,,0.000665474391446606,False,6,0.18426407873630524,0.9999998807907104,9.744796752929688
4,,True,12,248,,,0.000665474391446606,False,7,0.18244953453540802,0.9999999403953552,12.478508949279785
4,,True,12,249,,,0.000665474391446606,False,8,0.1821075975894928,0.9999998211860657,10.9259614944458
4,,True,12,250,,,0.000665474391446606,False,9,0.18099872767925262,0.9999999403953552,12.423441886901855
4,,True,12,251,,,0.000665474391446606,False,10,0.17986474931240082,0.9999998211860657,6.5185160636901855
4,,True,12,252,,,0.000665474391446606,False,11,0.18035100400447845,0.9999998807907104,7.221407413482666
4,,True,12,253,,,0.000665474391446606,False,12,0.18243367969989777,0.9999998807907104,7.608602523803711
4,,True,12,254,,,0.000665474391446606,False,13,0.18049493432044983,0.9999999403953552,10.167755126953125
4,,True,12,255,,,0.000665474391446606,False,14,0.17928452789783478,0.9999998807907104,9.216344833374023
4,,True,12,256,,,0.000665474391446606,False,15,0.1779349148273468,0.9999998211860657,6.793604850769043
4,,True,12,257,,,0.000665474391446606,False,16,0.1768840104341507,0.9999998211860657,8.877963066101074
4,,True,12,258,,,0.000665474391446606,False,17,0.17778053879737854,0.9999998807907104,13.422719955444336
4,,True,12,259,,,0.000665474391446606,False,18,0.1758461594581604,0.9999999403953552,12.016571998596191
3,,True,12,260,,,0.000665474391446606,False,19,0.17466780543327332,0.9999998807907104,10.860063552856445
4,,True,13,261,,,0.0006116492065111791,False,0,0.1612851917743683,0.9999998211860657,7.608033657073975
4,,True,13,262,,,0.0006116492065111791,False,1,0.16207221150398254,0.9999998211860657,8.254847526550293
4,,True,13,263,,,0.0006116492065111791,False,2,0.16115576028823853,0.9999999403953552,8.462442398071289
4,,True,13,264,,,0.0006116492065111791,False,3,0.16085445880889893,0.9999997615814209,7.36337947845459
4,,True,13,265,,,0.0006116492065111791,False,4,0.16193194687366486,0.9999997615814209,3.8264899253845215
4,,True,13,266,,,0.0006116492065111791,False,5,0.16117709875106812,0.9999998807907104,12.002413749694824
4,,True,13,267,,,0.0006116492065111791,False,6,0.15948975086212158,0.9999998807907104,9.429841995239258
4,,True,13,268,,,0.0006116492065111791,False,7,0.15969814360141754,1.0,15.91776180267334
4,,True,13,269,,,0.0006116492065111791,False,8,0.15752674639225006,0.9999998211860657,23.51344108581543
4,,True,13,270,,,0.0006116492065111791,False,9,0.1568407416343689,0.9999999403953552,11.060948371887207
4,,True,13,271,,,0.0006116492065111791,False,10,0.1551441252231598,0.9999998807907104,21.24556541442871
4,,True,13,272,,,0.0006116492065111791,False,11,0.1547350287437439,0.9999997615814209,6.1874098777771
4,,True,13,273,,,0.0006116492065111791,False,12,0.15572793781757355,0.9999998807907104,9.234753608703613
4,,True,13,274,,,0.0006116492065111791,False,13,0.1560760736465454,0.9999997615814209,7.212691783905029
4,,True,13,275,,,0.0006116492065111791,False,14,0.15472574532032013,0.9999999403953552,8.540454864501953
4,,True,13,276,,,0.0006116492065111791,False,15,0.15671244263648987,0.9999997615814209,4.697138786315918
4,,True,13,277,,,0.0006116492065111791,False,16,0.15798167884349823,0.9999998211860657,4.975709438323975
