protocol_name,index,split,source_file,source_time,regridded_time,is_pair_input,is_pair_target,dropped_outgoing_transition,thermal_channel,paper_adaptation
paper_reduced100_press_spherical_ks,76,train,mad98.prim.00076.athdf,760.0016205621201,760.0016205621201,True,True,False,press,True
paper_reduced100_press_spherical_ks,77,train,mad98.prim.00077.athdf,770.0004844999816,770.0004844999816,True,True,False,press,True
paper_reduced100_press_spherical_ks,78,train,mad98.prim.00078.athdf,780.0011435660185,780.0011435660185,True,True,False,press,True
paper_reduced100_press_spherical_ks,79,train,mad98.prim.00079.athdf,790.0000075038799,790.0000075038799,True,True,False,press,True
paper_reduced100_press_spherical_ks,80,train,mad98.prim.00080.athdf,800.0006665699169,800.0006665699169,True,True,False,press,True
paper_reduced100_press_spherical_ks,81,train,mad98.prim.00081.athdf,810.0013256359539,810.0013256359539,True,True,False,press,True
paper_reduced100_press_spherical_ks,82,train,mad98.prim.00082.athdf,820.0001895738153,820.0001895738153,True,True,False,press,True
paper_reduced100_press_spherical_ks,83,train,mad98.prim.00083.athdf,830.0008486398523,830.0008486398523,True,True,False,press,True
paper_reduced100_press_spherical_ks,84,train,mad98.prim.00084.athdf,840.0015077058893,840.0015077058893,True,True,False,press,True
paper_reduced100_press_spherical_ks,85,train,mad98.prim.00085.athdf,850.0003716437507,850.0003716437507,True,True,False,press,True
paper_reduced100_press_spherical_ks,86,train,mad98.prim.00086.athdf,860.0010307097876,860.0010307097876,True,True,False,press,True
paper_reduced100_press_spherical_ks,87,train,mad98.prim.00087.athdf,870.0016897758246,870.0016897758246,True,True,False,press,True
paper_reduced100_press_spherical_ks,88,train,mad98.prim.00088.athdf,880.000553713686,880.000553713686,True,True,False,press,True
paper_reduced100_press_spherical_ks,89,train,mad98.prim.00089.athdf,890.001212779723,890.001212779723,True,True,False,press,True
paper_reduced100_press_spherical_ks,90,train,mad98.prim.00090.athdf,900.0000767175844,900.0000767175844,False,True,True,press,True
paper_reduced100_press_spherical_ks,91,validation,mad98.prim.00091.athdf,910.0007357836214,910.0007357836214,True,False,False,press,True
paper_reduced100_press_spherical_ks,92,validation,mad98.prim.00092.athdf,920.0013948496584,920.0013948496584,True,True,False,press,True
paper_reduced100_press_spherical_ks,93,validation,mad98.prim.00093.athdf,930.0002587875198,930.0002587875198,True,True,False,press,True
paper_reduced100_press_spherical_ks,94,validation,mad98.prim.00094.athdf,940.0009178535568,940.0009178535568,True,True,False,press,True
paper_reduced100_press_spherical_ks,95,validation,mad98.prim.00095.athdf,950.0015769195937,950.0015769195937,True,True,False,press,True
paper_reduced100_press_spherical_ks,96,validation,mad98.prim.00096.athdf,960.0004408574551,960.0004408574551,True,True,False,press,True
paper_reduced100_press_spherical_ks,97,validation,mad98.prim.00097.athdf,970.0010999234921,970.0010999234921,True,True,False,press,True
paper_reduced100_press_spherical_ks,98,validation,mad98.prim.00098.athdf,980.0017589895291,980.0017589895291,True,True,False,press,True
paper_reduced100_press_spherical_ks,99,validation,mad98.prim.00099.athdf,990.0006229273905,990.0006229273905,True,True,False,press,True
paper_reduced100_press_spherical_ks,100,validation,mad98.prim.00100.athdf,1000.0012819934275,1000.0012819934275,True,True,False,press,True
paper_reduced100_press_spherical_ks,101,validation,mad98.prim.00101.athdf,1010.0001459312889,1010.0001459312889,True,True,False,press,True
paper_reduced100_press_spherical_ks,102,validation,mad98.prim.00102.athdf,1020.0008049973259,1020.0008049973259,True,True,False,press,True
paper_reduced100_press_spherical_ks,103,validation,mad98.prim.00103.athdf,1030.001464063743,1030.001464063743,True,True,False,press,True
paper_reduced100_press_spherical_ks,104,validation,mad98.prim.00104.athdf,1040.0003280022377,1040.0003280022377,True,True,False,press,True
paper_reduced100_press_spherical_ks,105,validation,mad98.prim.00105.athdf,1050.000987068908,1050.000987068908,True,True,False,press,True
paper_reduced100_press_spherical_ks,106,validation,mad98.prim.00106.athdf,1060.0016461355783,1060.0016461355783,True,True,False,press,True
paper_reduced100_press_spherical_ks,107,validation,mad98.prim.00107.athdf,1070.000510074073,1070.000510074073,True,True,False,press,True
paper_reduced100_press_spherical_ks,108,validation,mad98.prim.00108.athdf,1080.0011691407433,1080.0011691407433,True,True,False,press,True
paper_reduced100_press_spherical_ks,109,validation,mad98.prim.00109.athdf,1090.000033079238,1090.000033079238,True,True,False,press,True
paper_reduced100_press_spherical_ks,110,validation,mad98.prim.00110.athdf,1100.0006921459083,1100.0006921459083,False,True,False,press,True
